datetime,city,junction_id,junction_name,vehicle_count
2026-03-02 00:00:00.411808,Delhi,1,Connaught Place,34
2026-03-02 00:00:00.411808,Delhi,2,Gurgaon,31
2026-03-02 00:00:00.411808,Delhi,3,Noida,15
2026-03-02 00:00:00.411808,Delhi,4,Greater Noida,38
2026-03-02 01:00:00.411808,Delhi,1,Connaught Place,39
2026-03-02 01:00:00.411808,Delhi,2,Gurgaon,34
2026-03-02 01:00:00.411808,Delhi,3,Noida,25
2026-03-02 01:00:00.411808,Delhi,4,Greater Noida,37
2026-03-02 02:00:00.411808,Delhi,4,Greater Noida,10
2026-03-02 02:00:00.411808,Delhi,3,Noida,12
2026-03-02 02:00:00.411808,Delhi,1,Connaught Place,10
2026-03-02 02:00:00.411808,Delhi,2,Gurgaon,24
2026-03-02 03:00:00.411808,Delhi,1,Connaught Place,14
2026-03-02 03:00:00.411808,Delhi,2,Gurgaon,23
2026-03-02 03:00:00.411808,Delhi,3,Noida,10
2026-03-02 03:00:00.411808,Delhi,4,Greater Noida,18
2026-03-02 04:00:00.411808,Delhi,4,Greater Noida,39
2026-03-02 04:00:00.411808,Delhi,1,Connaught Place,36
2026-03-02 04:00:00.411808,Delhi,2,Gurgaon,10
2026-03-02 04:00:00.411808,Delhi,3,Noida,24
2026-03-02 05:00:00.411808,Delhi,4,Greater Noida,53
2026-03-02 05:00:00.411808,Delhi,3,Noida,30
2026-03-02 05:00:00.411808,Delhi,1,Connaught Place,54
2026-03-02 05:00:00.411808,Delhi,2,Gurgaon,54
2026-03-02 06:00:00.411808,Delhi,1,Connaught Place,76
2026-03-02 06:00:00.411808,Delhi,2,Gurgaon,89
2026-03-02 06:00:00.411808,Delhi,3,Noida,64
2026-03-02 06:00:00.411808,Delhi,4,Greater Noida,84
2026-03-02 07:00:00.411808,Delhi,4,Greater Noida,316
2026-03-02 07:00:00.411808,Delhi,1,Connaught Place,284
2026-03-02 07:00:00.411808,Delhi,2,Gurgaon,282
2026-03-02 07:00:00.411808,Delhi,3,Noida,309
2026-03-02 08:00:00.411808,Delhi,4,Greater Noida,413
2026-03-02 08:00:00.411808,Delhi,3,Noida,432
2026-03-02 08:00:00.411808,Delhi,2,Gurgaon,438
2026-03-02 08:00:00.411808,Delhi,1,Connaught Place,409
2026-03-02 09:00:00.411808,Delhi,4,Greater Noida,399
2026-03-02 09:00:00.411808,Delhi,1,Connaught Place,375
2026-03-02 09:00:00.411808,Delhi,2,Gurgaon,397
2026-03-02 09:00:00.411808,Delhi,3,Noida,376
2026-03-02 10:00:00.411808,Delhi,3,Noida,269
2026-03-02 10:00:00.411808,Delhi,4,Greater Noida,265
2026-03-02 10:00:00.411808,Delhi,1,Connaught Place,279
2026-03-02 10:00:00.411808,Delhi,2,Gurgaon,293
2026-03-02 11:00:00.411808,Delhi,4,Greater Noida,310
2026-03-02 11:00:00.411808,Delhi,3,Noida,328
2026-03-02 11:00:00.411808,Delhi,2,Gurgaon,294
2026-03-02 11:00:00.411808,Delhi,1,Connaught Place,323
2026-03-02 12:00:00.411808,Delhi,1,Connaught Place,341
2026-03-02 12:00:00.411808,Delhi,2,Gurgaon,322
2026-03-02 12:00:00.411808,Delhi,3,Noida,327
2026-03-02 12:00:00.411808,Delhi,4,Greater Noida,325
2026-03-02 13:00:00.411808,Delhi,1,Connaught Place,338
2026-03-02 13:00:00.411808,Delhi,2,Gurgaon,340
2026-03-02 13:00:00.411808,Delhi,3,Noida,331
2026-03-02 13:00:00.411808,Delhi,4,Greater Noida,309
2026-03-02 14:00:00.411808,Delhi,4,Greater Noida,302
2026-03-02 14:00:00.411808,Delhi,3,Noida,320
2026-03-02 14:00:00.411808,Delhi,2,Gurgaon,290
2026-03-02 14:00:00.411808,Delhi,1,Connaught Place,303
2026-03-02 15:00:00.411808,Delhi,1,Connaught Place,338
