datetime,city,junction_id,junction_name,vehicle_count
2026-03-02 00:00:00.242780,Chennai,1,Anna Nagar,48
2026-03-02 00:00:00.242780,Chennai,2,Velachery,35
2026-03-02 00:00:00.242780,Chennai,3,Adyar,26
2026-03-02 00:00:00.242780,Chennai,4,Tambaram,25
2026-03-02 01:00:00.242780,Chennai,1,Anna Nagar,27
2026-03-02 01:00:00.242780,Chennai,2,Velachery,28
2026-03-02 01:00:00.242780,Chennai,3,Adyar,38
2026-03-02 01:00:00.242780,Chennai,4,Tambaram,13
2026-03-02 02:00:00.242780,Chennai,4,Tambaram,15
2026-03-02 02:00:00.242780,Chennai,3,Adyar,31
2026-03-02 02:00:00.242780,Chennai,1,Anna Nagar,10
2026-03-02 02:00:00.242780,Chennai,2,Velachery,26
2026-03-02 03:00:00.242780,Chennai,1,Anna Nagar,10
2026-03-02 03:00:00.242780,Chennai,2,Velachery,14
2026-03-02 03:00:00.242780,Chennai,3,Adyar,21
2026-03-02 03:00:00.242780,Chennai,4,Tambaram,15
2026-03-02 04:00:00.242780,Chennai,4,Tambaram,40
2026-03-02 04:00:00.242780,Chennai,1,Anna Nagar,28
2026-03-02 04:00:00.242780,Chennai,2,Velachery,13
2026-03-02 04:00:00.242780,Chennai,3,Adyar,32
2026-03-02 05:00:00.242780,Chennai,4,Tambaram,33
2026-03-02 05:00:00.242780,Chennai,3,Adyar,52
2026-03-02 05:00:00.242780,Chennai,1,Anna Nagar,20
2026-03-02 05:00:00.242780,Chennai,2,Velachery,34
2026-03-02 06:00:00.242780,Chennai,1,Anna Nagar,94
2026-03-02 06:00:00.242780,Chennai,2,Velachery,72
2026-03-02 06:00:00.242780,Chennai,3,Adyar,83
2026-03-02 06:00:00.242780,Chennai,4,Tambaram,61
2026-03-02 07:00:00.242780,Chennai,4,Tambaram,300
2026-03-02 07:00:00.242780,Chennai,1,Anna Nagar,294
2026-03-02 07:00:00.242780,Chennai,2,Velachery,298
2026-03-02 07:00:00.242780,Chennai,3,Adyar,288
2026-03-02 08:00:00.242780,Chennai,4,Tambaram,412
2026-03-02 08:00:00.242780,Chennai,3,Adyar,412
2026-03-02 08:00:00.242780,Chennai,2,Velachery,438
2026-03-02 08:00:00.242780,Chennai,1,Anna Nagar,410
2026-03-02 09:00:00.242780,Chennai,4,Tambaram,389
2026-03-02 09:00:00.242780,Chennai,1,Anna Nagar,391
2026-03-02 09:00:00.242780,Chennai,2,Velachery,363
2026-03-02 09:00:00.242780,Chennai,3,Adyar,373
2026-03-02 10:00:00.242780,Chennai,3,Adyar,288
2026-03-02 10:00:00.242780,Chennai,4,Tambaram,272
2026-03-02 10:00:00.242780,Chennai,1,Anna Nagar,273
2026-03-02 10:00:00.242780,Chennai,2,Velachery,270
2026-03-02 11:00:00.242780,Chennai,4,Tambaram,295
2026-03-02 11:00:00.242780,Chennai,3,Adyar,297
